"","time","value"
"1945",1.04999995231628,118
"1946",1.04999995231628,117
"1947",1.04999995231628,118
"1948",1.04999995231628,116
"1949",1.04999995231628,115
"1950",1.04999995231628,115
"1951",1.04999995231628,116
"1952",1.04999995231628,116
"1953",1.04999995231628,114
"1954",1.04999995231628,114
"1955",1.04999995231628,113
"1956",1.04999995231628,112
"1957",1.04999995231628,113
"1958",1.04999995231628,111
"1959",1.04999995231628,111
"1960",1.04999995231628,110
"1961",1.04999995231628,111
"1962",1.05999994277954,110
"1963",1.05999994277954,110
"1964",1.05999994277954,111
"1965",1.05999994277954,111
"1966",1.05999994277954,112
"1967",1.05999994277954,111
"1968",1.05999994277954,111
"1969",1.05999994277954,111
"1970",1.05999994277954,113
"1971",1.05999994277954,114
"1972",1.05999994277954,114
"1973",1.05999994277954,115
"1974",1.05999994277954,115
"1975",1.05999994277954,116
"1976",1.05999994277954,117
"1977",1.05999994277954,116
"1978",1.05999994277954,117
"1979",1.05999994277954,117
"1980",1.05999994277954,118
"1981",1.0699999332428,117
"1982",1.0699999332428,117
"1983",1.0699999332428,116
"1984",1.0699999332428,117
"1985",1.0699999332428,118
"1986",1.0699999332428,118
"1987",1.0699999332428,117
"1988",1.0699999332428,115
"1989",1.0699999332428,116
"1990",1.0699999332428,116
"1991",1.0699999332428,115
"1992",1.0699999332428,116
"1993",1.0699999332428,114
"1994",1.0699999332428,114
"1995",1.0699999332428,114
"1996",1.0699999332428,113
"1997",1.0699999332428,113
"1998",1.0699999332428,112
"1999",1.0699999332428,111
"2000",1.0699999332428,113
"2001",1.07999992370605,111
"2002",1.07999992370605,111
"2003",1.07999992370605,110
"2004",1.07999992370605,113
"2005",1.07999992370605,112
"2006",1.07999992370605,110
"2007",1.07999992370605,112
"2008",1.07999992370605,113
"2009",1.07999992370605,114
"2010",1.07999992370605,114
"2011",1.07999992370605,115
"2012",1.07999992370605,113
"2013",1.07999992370605,116
"2014",1.07999992370605,116
"2015",1.07999992370605,115
"2016",1.07999992370605,116
"2017",1.07999992370605,116
"2018",1.07999992370605,118
"2019",1.07999992370605,118
"2020",1.08999991416931,117
"2021",1.08999991416931,117
"2022",1.08999991416931,119
"2023",1.08999991416931,118
"2024",1.08999991416931,118
"2025",1.08999991416931,117
"2026",1.08999991416931,117
"2027",1.08999991416931,115
"2028",1.08999991416931,115
"2029",1.08999991416931,115
"2030",1.08999991416931,115
"2031",1.08999991416931,114
"2032",1.08999991416931,113
"2033",1.08999991416931,113
"2034",1.08999991416931,113
"2035",1.08999991416931,114
"2036",1.08999991416931,113
"2037",1.08999991416931,112
"2038",1.09999990463257,112
"2039",1.09999990463257,112
"2040",1.09999990463257,110
"2041",1.09999990463257,110
"2042",1.09999990463257,111
"2043",1.09999990463257,111
"2044",1.09999990463257,112
"2045",1.09999990463257,111
"2046",1.09999990463257,112
"2047",1.09999990463257,111
"2048",1.09999990463257,113
"2049",1.09999990463257,114
"2050",1.09999990463257,114
"2051",1.09999990463257,115
"2052",1.09999990463257,116
"2053",1.09999990463257,118
"2054",1.09999990463257,116
"2055",1.09999990463257,117
"2056",1.09999990463257,118
"2057",1.10999989509583,118
"2058",1.10999989509583,119
"2059",1.10999989509583,119
"2060",1.10999989509583,117
"2061",1.10999989509583,118
"2062",1.10999989509583,119
"2063",1.10999989509583,117
"2064",1.10999989509583,116
"2065",1.10999989509583,117
"2066",1.10999989509583,116
"2067",1.10999989509583,116
"2068",1.10999989509583,115
"2069",1.10999989509583,115
"2070",1.10999989509583,114
"2071",1.10999989509583,114
"2072",1.10999989509583,113
"2073",1.10999989509583,113
"2074",1.10999989509583,113
"2075",1.10999989509583,112
"2076",1.10999989509583,112
"2077",1.11999988555908,111
"2078",1.11999988555908,112
"2079",1.11999988555908,112
"2080",1.11999988555908,110
"2082",1.11999988555908,110
"2083",1.11999988555908,111
"2084",1.11999988555908,110
"2085",1.11999988555908,113
"2086",1.11999988555908,112
"2087",1.11999988555908,113
"2088",1.11999988555908,111
"2089",1.11999988555908,112
"2090",1.11999988555908,112
"2091",1.11999988555908,114
"2092",1.11999988555908,115
"2093",1.11999988555908,114
"2094",1.11999988555908,116
"2095",1.11999988555908,115
"2096",1.12999987602234,117
"2097",1.12999987602234,118
"2098",1.12999987602234,118
"2099",1.12999987602234,116
"2100",1.12999987602234,117
"2101",1.12999987602234,117
"2102",1.12999987602234,118
"2103",1.12999987602234,116
"2104",1.12999987602234,116
"2105",1.12999987602234,115
"2106",1.12999987602234,114
"2107",1.12999987602234,116
"2108",1.12999987602234,113
"2109",1.12999987602234,113
"2110",1.12999987602234,113
"2111",1.12999987602234,113
"2112",1.12999987602234,112
"2113",1.12999987602234,113
"2114",1.12999987602234,110
"2115",1.12999987602234,111
"2116",1.1399998664856,112
"2117",1.1399998664856,111
"2118",1.1399998664856,111
"2119",1.1399998664856,111
"2120",1.1399998664856,110
"2121",1.1399998664856,110
"2122",1.1399998664856,112
"2123",1.1399998664856,111
"2126",1.1399998664856,109
"2127",1.1399998664856,109
"2128",1.1399998664856,110
"2129",1.1399998664856,111
"2130",1.1399998664856,112
"2131",1.1399998664856,113
"2132",1.1399998664856,113
"2133",1.1399998664856,112
"2134",1.1399998664856,111
"2135",1.14999985694885,112
"2136",1.14999985694885,114
"2137",1.14999985694885,115
"2138",1.14999985694885,114
"2139",1.14999985694885,115
"2140",1.14999985694885,114
"2168",1.16000008583069,110
"2169",1.16000008583069,110
"2170",1.16000008583069,110
"2171",1.16000008583069,113
"2172",1.16000008583069,113
"2173",1.17000007629395,114
"2174",1.17000007629395,116
"2175",1.17000007629395,115
"2176",1.17000007629395,115
"2177",1.17000007629395,116
"2178",1.17000007629395,115
"2179",1.17000007629395,116
"2180",1.17000007629395,116
"2181",1.17000007629395,116
"2182",1.17000007629395,114
"2183",1.17000007629395,115
"2184",1.17000007629395,115
"2185",1.17000007629395,113
"2186",1.17000007629395,114
"2187",1.17000007629395,113
"2188",1.17000007629395,111
"2189",1.17000007629395,111
"2190",1.17000007629395,112
"2191",1.1800000667572,110
"2192",1.1800000667572,112
"2193",1.1800000667572,110
"2194",1.1800000667572,112
"2195",1.1800000667572,110
"2196",1.1800000667572,111
"2197",1.1800000667572,111
"2198",1.1800000667572,113
"2199",1.1800000667572,112
"2200",1.1800000667572,112
"2201",1.1800000667572,112
"2202",1.1800000667572,115
"2203",1.1800000667572,114
"2204",1.1800000667572,115
"2205",1.1800000667572,116
"2206",1.1800000667572,117
"2207",1.1800000667572,118
"2208",1.1800000667572,117
"2209",1.19000005722046,115
"2210",1.19000005722046,117
"2211",1.19000005722046,119
"2212",1.19000005722046,117
"2213",1.19000005722046,118
"2214",1.19000005722046,118
"2215",1.19000005722046,118
"2216",1.19000005722046,118
"2217",1.19000005722046,116
"2218",1.19000005722046,117
"2219",1.19000005722046,114
"2220",1.19000005722046,114
"2221",1.19000005722046,116
"2222",1.19000005722046,111
"2223",1.19000005722046,111
"2224",1.20000004768372,112
"2225",1.20000004768372,111
"2226",1.20000004768372,110
"2227",1.20000004768372,111
"2228",1.20000004768372,111
"2229",1.20000004768372,112
"2230",1.20000004768372,113
"2231",1.20000004768372,110
"2232",1.20000004768372,112
"2233",1.20000004768372,114
"2234",1.20000004768372,113
"2235",1.20000004768372,114
"2236",1.20000004768372,113
"2237",1.20000004768372,113
"2238",1.20000004768372,115
"2239",1.20000004768372,117
"2240",1.20000004768372,118
"2241",1.20000004768372,118
"2242",1.20000004768372,118
"2243",1.21000003814697,118
"2244",1.21000003814697,120
"2245",1.21000003814697,118
"2246",1.21000003814697,118
"2247",1.21000003814697,117
"2248",1.21000003814697,116
"2249",1.21000003814697,119
"2250",1.21000003814697,118
"2251",1.21000003814697,117
"2252",1.21000003814697,116
"2253",1.21000003814697,115
"2254",1.21000003814697,115
"2255",1.21000003814697,115
"2256",1.21000003814697,116
"2257",1.21000003814697,115
"2258",1.21000003814697,112
"2259",1.21000003814697,113
"2260",1.21000003814697,112
"2261",1.21000003814697,111
"2262",1.22000002861023,111
"2263",1.22000002861023,112
"2264",1.22000002861023,110
"2265",1.22000002861023,111
"2266",1.22000002861023,112
"2267",1.22000002861023,112
"2268",1.22000002861023,110
"2269",1.22000002861023,112
"2270",1.22000002861023,113
"2271",1.22000002861023,113
"2272",1.22000002861023,113
"2273",1.22000002861023,113
"2274",1.22000002861023,114
"2275",1.22000002861023,114
"2276",1.22000002861023,115
"2277",1.22000002861023,115
"2278",1.22000002861023,116
"2279",1.22000002861023,117
"2280",1.22000002861023,118
"2281",1.22000002861023,117
"2282",1.23000001907349,118
"2283",1.23000001907349,118
"2284",1.23000001907349,116
"2285",1.23000001907349,118
"2286",1.23000001907349,119
"2287",1.23000001907349,119
"2288",1.23000001907349,118
"2289",1.23000001907349,118
"2290",1.23000001907349,117
"2291",1.23000001907349,118
"2292",1.23000001907349,117
"2293",1.23000001907349,116
"2294",1.23000001907349,115
"2295",1.23000001907349,114
"2296",1.23000001907349,114
"2297",1.23000001907349,112
"2298",1.23000001907349,113
"2299",1.23000001907349,111
"2300",1.23000001907349,112
"2301",1.23000001907349,113
"2302",1.24000000953674,111
"2303",1.24000000953674,109
"2304",1.24000000953674,110
"2305",1.24000000953674,110
"2306",1.24000000953674,110
"2307",1.24000000953674,111
"2308",1.24000000953674,111
"2309",1.24000000953674,112
"2310",1.24000000953674,112
"2311",1.24000000953674,112
"2312",1.24000000953674,113
"2313",1.24000000953674,113
"2314",1.24000000953674,114
"2315",1.24000000953674,116
"2316",1.24000000953674,115
"2317",1.24000000953674,116
"2318",1.24000000953674,117
"2319",1.24000000953674,118
"2320",1.24000000953674,117
"2321",1.25,118
"2322",1.25,118
"2323",1.25,117
"2324",1.25,117
"2325",1.25,118
"2326",1.25,118
"2327",1.25,117
"2328",1.25,117
"2329",1.25,116
"2330",1.25,115
"2331",1.25,116
"2332",1.25,114
"2333",1.25,115
"2334",1.25,112
"2335",1.25,114
"2336",1.25,113
"2337",1.25,112
"2338",1.25,113
"2339",1.25,111
"2340",1.25999999046326,111
"2341",1.25999999046326,112
"2342",1.25999999046326,110
"2343",1.25999999046326,111
"2344",1.25999999046326,109
"2345",1.25999999046326,111
"2346",1.25999999046326,112
"2352",1.25999999046326,109
"2353",1.25999999046326,109
"2354",1.25999999046326,112
"2355",1.25999999046326,113
"2356",1.25999999046326,114
"2357",1.25999999046326,115
"2358",1.25999999046326,115
"2359",1.26999998092651,115
"2360",1.26999998092651,116
"2361",1.26999998092651,114
"2362",1.26999998092651,114
"2363",1.26999998092651,117
"2364",1.26999998092651,116
"2365",1.26999998092651,117
"2366",1.26999998092651,116
"2367",1.26999998092651,117
"2368",1.26999998092651,115
"2369",1.26999998092651,115
"2370",1.26999998092651,114
"2371",1.26999998092651,114
"2372",1.26999998092651,113
"2373",1.26999998092651,113
"2374",1.26999998092651,113
"2375",1.26999998092651,112
"2376",1.26999998092651,113
"2377",1.26999998092651,112
"2378",1.27999997138977,109
"2379",1.27999997138977,111
"2380",1.27999997138977,109
"2381",1.27999997138977,111
"2382",1.27999997138977,110
"2383",1.27999997138977,110
"2384",1.27999997138977,111
"2385",1.27999997138977,112
"2386",1.27999997138977,112
"2387",1.27999997138977,113
"2388",1.27999997138977,114
"2389",1.27999997138977,115
"2390",1.27999997138977,114
"2391",1.27999997138977,115
"2392",1.27999997138977,115
"2393",1.27999997138977,116
"2394",1.27999997138977,116
"2395",1.27999997138977,116
"2396",1.27999997138977,116
"2397",1.27999997138977,116
"2398",1.28999996185303,117
"2399",1.28999996185303,117
"2400",1.28999996185303,118
"2401",1.28999996185303,118
"2402",1.28999996185303,118
"2403",1.28999996185303,117
"2404",1.28999996185303,118
"2405",1.28999996185303,116
"2406",1.28999996185303,117
"2407",1.28999996185303,115
"2408",1.28999996185303,116
"2409",1.28999996185303,116
"2410",1.28999996185303,115
"2411",1.28999996185303,114
"2412",1.28999996185303,114
"2413",1.28999996185303,113
"2414",1.28999996185303,112
"2415",1.28999996185303,113
"2416",1.29999995231628,111
"2417",1.29999995231628,110
"2418",1.29999995231628,111
"2419",1.29999995231628,110
"2420",1.29999995231628,112
"2421",1.29999995231628,112
"2422",1.29999995231628,112
"2427",1.29999995231628,109
"2428",1.29999995231628,110
"2429",1.29999995231628,112
"2430",1.29999995231628,112
"2431",1.29999995231628,112
"2438",1.30999994277954,110
"2439",1.30999994277954,109
"2460",1.3199999332428,111
"2461",1.3199999332428,111
"2462",1.3199999332428,112
"2463",1.3199999332428,113
"2464",1.3199999332428,113
"2465",1.3199999332428,113
"2466",1.3199999332428,113
"2467",1.3199999332428,116
"2468",1.3199999332428,116
"2469",1.3199999332428,115
"2470",1.32999992370605,118
"2471",1.32999992370605,117
"2472",1.32999992370605,116
"2473",1.32999992370605,118
"2474",1.32999992370605,118
"2475",1.32999992370605,118
"2476",1.32999992370605,118
"2477",1.32999992370605,118
"2478",1.32999992370605,116
"2479",1.32999992370605,117
"2480",1.32999992370605,116
"2481",1.32999992370605,114
"2482",1.32999992370605,114
"2483",1.32999992370605,114
"2484",1.32999992370605,114
"2485",1.32999992370605,114
"2486",1.32999992370605,113
"2487",1.32999992370605,113
"2488",1.32999992370605,113
"2489",1.32999992370605,111
"2490",1.33999991416931,113
"2491",1.33999991416931,111
"2492",1.33999991416931,111
"2493",1.33999991416931,110
"2494",1.33999991416931,111
"2495",1.33999991416931,110
"2496",1.33999991416931,111
"2497",1.33999991416931,111
"2498",1.33999991416931,111
"2499",1.33999991416931,112
"2500",1.33999991416931,113
"2501",1.33999991416931,114
"2502",1.33999991416931,114
"2503",1.33999991416931,115
"2504",1.33999991416931,115
"2505",1.33999991416931,116
"2506",1.33999991416931,116
"2507",1.33999991416931,116
"2508",1.33999991416931,116
"2509",1.33999991416931,117
"2510",1.34999990463257,119
"2511",1.34999990463257,118
"2512",1.34999990463257,118
"2513",1.34999990463257,118
"2514",1.34999990463257,118
"2515",1.34999990463257,117
"2516",1.34999990463257,117
"2517",1.34999990463257,117
"2518",1.34999990463257,118
"2519",1.34999990463257,115
"2520",1.34999990463257,116
"2521",1.34999990463257,114
"2522",1.34999990463257,114
"2523",1.34999990463257,116
"2524",1.34999990463257,115
"2525",1.34999990463257,112
"2526",1.34999990463257,112
"2527",1.34999990463257,111
"2528",1.34999990463257,110
"2529",1.35999989509583,110
"2530",1.35999989509583,111
"2531",1.35999989509583,112
"2532",1.35999989509583,110
"2533",1.35999989509583,109
"2534",1.35999989509583,109
"2535",1.35999989509583,111
"2536",1.35999989509583,111
"2537",1.35999989509583,113
"2538",1.35999989509583,111
"2539",1.35999989509583,111
"2540",1.35999989509583,112
"2541",1.35999989509583,112
"2542",1.35999989509583,115
"2543",1.35999989509583,114
"2544",1.35999989509583,114
"2545",1.35999989509583,115
"2546",1.35999989509583,117
"2547",1.35999989509583,118
"2548",1.36999988555908,117
"2549",1.36999988555908,118
"2550",1.36999988555908,119
"2551",1.36999988555908,117
"2552",1.36999988555908,118
"2553",1.36999988555908,119
"2554",1.36999988555908,118
"2555",1.36999988555908,118
"2556",1.36999988555908,117
"2557",1.36999988555908,115
"2558",1.36999988555908,114
"2559",1.36999988555908,114
"2560",1.36999988555908,114
"2561",1.36999988555908,113
"2562",1.36999988555908,113
"2563",1.36999988555908,114
"2564",1.36999988555908,111
"2565",1.36999988555908,112
"2566",1.36999988555908,112
"2567",1.37999987602234,111
"2568",1.37999987602234,111
"2569",1.37999987602234,111
"2570",1.37999987602234,110
"2571",1.37999987602234,111
"2572",1.37999987602234,111
"2573",1.37999987602234,111
"2574",1.37999987602234,111
"2575",1.37999987602234,110
"2576",1.37999987602234,111
"2577",1.37999987602234,111
"2578",1.37999987602234,113
"2579",1.37999987602234,112
"2580",1.37999987602234,114
"2581",1.37999987602234,115
"2582",1.37999987602234,115
"2583",1.37999987602234,115
"2584",1.37999987602234,117
"2585",1.37999987602234,116
"2586",1.3899998664856,115
"2587",1.3899998664856,116
"2588",1.3899998664856,116
"2589",1.3899998664856,118
"2590",1.3899998664856,117
"2591",1.3899998664856,117
"2592",1.3899998664856,118
"2593",1.3899998664856,118
"2594",1.3899998664856,116
"2595",1.3899998664856,116
"2596",1.3899998664856,115
"2597",1.3899998664856,114
"2598",1.3899998664856,114
"2599",1.3899998664856,115
"2600",1.3899998664856,114
"2601",1.3899998664856,111
"2602",1.3899998664856,111
"2603",1.3899998664856,112
"2604",1.3899998664856,110
"2605",1.3899998664856,110
"2606",1.39999985694885,111
"2607",1.39999985694885,111
"2608",1.39999985694885,110
"2609",1.39999985694885,111
"2610",1.39999985694885,111
"2611",1.39999985694885,111
"2612",1.39999985694885,112
"2613",1.39999985694885,111
"2614",1.39999985694885,113
"2615",1.39999985694885,112
"2616",1.39999985694885,112
"2617",1.39999985694885,113
"2618",1.39999985694885,114
"2619",1.39999985694885,114
"2620",1.39999985694885,117
"2621",1.39999985694885,120
"2622",1.41000008583069,120
"2623",1.41000008583069,121
"2624",1.41000008583069,120
"2625",1.41000008583069,119
"2626",1.41000008583069,120
"2627",1.41000008583069,120
"2628",1.41000008583069,119
"2629",1.41000008583069,119
"2630",1.41000008583069,117
"2631",1.41000008583069,115
"2632",1.41000008583069,117
"2633",1.41000008583069,116
"2634",1.41000008583069,114
"2635",1.41000008583069,115
"2636",1.41000008583069,113
"2637",1.41000008583069,111
"2638",1.41000008583069,110
"2639",1.41000008583069,111
"2640",1.41000008583069,110
"2641",1.42000007629395,109
"2642",1.42000007629395,111
"2643",1.42000007629395,111
"2644",1.42000007629395,110
"2645",1.42000007629395,111
"2646",1.42000007629395,110
"2647",1.42000007629395,111
"2648",1.42000007629395,112
"2649",1.42000007629395,112
"2650",1.42000007629395,111
"2651",1.42000007629395,113
"2652",1.42000007629395,114
"2653",1.42000007629395,114
"2654",1.42000007629395,114
"2655",1.42000007629395,116
"2656",1.42000007629395,115
"2657",1.42000007629395,117
"2658",1.4300000667572,118
"2659",1.4300000667572,117
"2660",1.4300000667572,118
"2661",1.4300000667572,117
"2662",1.4300000667572,118
"2663",1.4300000667572,117
"2664",1.4300000667572,116
"2665",1.4300000667572,117
"2666",1.4300000667572,117
"2667",1.4300000667572,117
"2668",1.4300000667572,116
"2669",1.4300000667572,115
"2670",1.4300000667572,116
"2671",1.4300000667572,116
"2672",1.4300000667572,113
"2673",1.4300000667572,111
"2674",1.4300000667572,111
"2675",1.4300000667572,112
"2676",1.4300000667572,111
"2677",1.44000005722046,111
"2678",1.44000005722046,111
"2679",1.44000005722046,110
"2680",1.44000005722046,110
"2681",1.44000005722046,113
"2682",1.44000005722046,112
"2683",1.44000005722046,111
"2684",1.44000005722046,112
"2685",1.44000005722046,112
"2686",1.44000005722046,112
"2687",1.44000005722046,112
"2688",1.44000005722046,113
"2689",1.44000005722046,112
"2690",1.44000005722046,115
"2691",1.44000005722046,116
"2692",1.44000005722046,115
"2693",1.44000005722046,116
"2694",1.44000005722046,116
"2695",1.44000005722046,116
"2696",1.45000004768372,116
"2697",1.45000004768372,115
"2698",1.45000004768372,114
"2699",1.45000004768372,116
"2700",1.45000004768372,114
"2701",1.45000004768372,116
"2702",1.45000004768372,116
"2703",1.45000004768372,116
"2704",1.45000004768372,116
"2705",1.45000004768372,115
"2706",1.45000004768372,114
"2707",1.45000004768372,111
"2708",1.45000004768372,112
"2709",1.45000004768372,113
"2710",1.45000004768372,111
"2711",1.45000004768372,111
"2712",1.45000004768372,113
"2713",1.45000004768372,111
"2714",1.45000004768372,109
"2715",1.46000003814697,111
"2716",1.46000003814697,110
"2717",1.46000003814697,110
"2718",1.46000003814697,110
"2719",1.46000003814697,110
"2720",1.46000003814697,111
"2721",1.46000003814697,112
"2722",1.46000003814697,110
"2723",1.46000003814697,111
"2724",1.46000003814697,111
"2725",1.46000003814697,110
"2726",1.46000003814697,111
"2727",1.46000003814697,113
"2728",1.46000003814697,113
"2731",1.46000003814697,110
"2732",1.46000003814697,110
"2733",1.46000003814697,111
"2734",1.46000003814697,113
"2735",1.47000002861023,112
"2736",1.47000002861023,113
"2737",1.47000002861023,114
"2744",1.47000002861023,109
"2746",1.47000002861023,109
"2768",1.48000001907349,109
"2769",1.48000001907349,110
"2770",1.48000001907349,110
"2771",1.48000001907349,112
"2772",1.48000001907349,114
"2773",1.49000000953674,113
"2774",1.49000000953674,114
"2775",1.49000000953674,115
"2776",1.49000000953674,115
"2777",1.49000000953674,116
"2778",1.49000000953674,115
"2779",1.49000000953674,116
"2780",1.49000000953674,117
"2781",1.49000000953674,116
"2782",1.49000000953674,114
"2783",1.49000000953674,114
"2784",1.49000000953674,114
"2785",1.49000000953674,113
"2786",1.49000000953674,112
"2787",1.49000000953674,113
"2788",1.49000000953674,113
"2789",1.49000000953674,113
"2790",1.49000000953674,112
"2791",1.49000000953674,112
"2792",1.49000000953674,110
"2793",1.5,110
"2794",1.5,111
"2795",1.5,110
"2796",1.5,112
"2797",1.5,110
"2798",1.5,112
"2799",1.5,111
"2800",1.5,111
"2801",1.5,111
"2802",1.5,111
"2803",1.5,110
"2804",1.5,113
"2805",1.5,112
"2806",1.5,112
"2807",1.5,114
"2808",1.5,114
"2809",1.5,115
"2810",1.5,116
"2811",1.5,116
"2812",1.50999999046326,116
"2813",1.50999999046326,116
"2814",1.50999999046326,117
"2815",1.50999999046326,118
"2816",1.50999999046326,116
"2817",1.50999999046326,116
"2818",1.50999999046326,117
"2819",1.50999999046326,116
"2820",1.50999999046326,115
"2821",1.50999999046326,114
"2822",1.50999999046326,114
"2823",1.50999999046326,114
"2824",1.50999999046326,112
"2825",1.50999999046326,112
"2826",1.50999999046326,112
"2827",1.51999998092651,113
"2828",1.51999998092651,112
"2829",1.51999998092651,110
"2830",1.51999998092651,112
"2831",1.51999998092651,111
"2832",1.51999998092651,112
"2833",1.51999998092651,112
"2834",1.51999998092651,112
"2835",1.51999998092651,111
"2836",1.51999998092651,111
"2837",1.51999998092651,114
"2838",1.51999998092651,114
"2839",1.51999998092651,114
"2840",1.51999998092651,115
"2841",1.51999998092651,115
"2842",1.51999998092651,116
"2843",1.51999998092651,115
"2844",1.51999998092651,116
"2845",1.51999998092651,116
"2846",1.52999997138977,116
"2847",1.52999997138977,116
"2848",1.52999997138977,117
"2849",1.52999997138977,118
"2850",1.52999997138977,113
"2851",1.52999997138977,114
"2852",1.52999997138977,113
"2853",1.52999997138977,114
"2854",1.52999997138977,113
"2855",1.52999997138977,111
"2856",1.52999997138977,111
"2857",1.52999997138977,113
"2858",1.52999997138977,113
"2859",1.52999997138977,111
"2860",1.52999997138977,111
"2861",1.52999997138977,109
"2868",1.53999996185303,109
"2869",1.53999996185303,109
"2870",1.53999996185303,110
"2878",1.53999996185303,109
"2879",1.53999996185303,109
"2880",1.53999996185303,110
"2881",1.53999996185303,113
"2882",1.53999996185303,111
"2883",1.54999995231628,113
"2884",1.54999995231628,113
"2885",1.54999995231628,113
"2886",1.54999995231628,111
"2887",1.54999995231628,110
"2888",1.54999995231628,109
"2889",1.54999995231628,111
"2890",1.54999995231628,109
"2891",1.54999995231628,111
"2892",1.54999995231628,109
"2893",1.54999995231628,110
"2894",1.54999995231628,110
"2895",1.54999995231628,110
"2896",1.54999995231628,109
"2898",1.54999995231628,109
"2899",1.54999995231628,109
"2902",1.55999994277954,109
"2903",1.55999994277954,109
"2904",1.55999994277954,109
"2907",1.55999994277954,109
"2918",1.55999994277954,109
"2919",1.55999994277954,111
"2920",1.55999994277954,110
"2923",1.5699999332428,109
"2925",1.5699999332428,110
"2927",1.5699999332428,110
"2928",1.5699999332428,111
"2929",1.5699999332428,109
"2933",1.5699999332428,109
"2955",1.57999992370605,109
"2956",1.57999992370605,110
"2957",1.57999992370605,112
"2958",1.57999992370605,112
"2959",1.57999992370605,113
"2960",1.58999991416931,112
"2961",1.58999991416931,109
"2962",1.58999991416931,110
"2963",1.58999991416931,112
"2964",1.58999991416931,112
"2965",1.58999991416931,112
"2966",1.58999991416931,112
"2967",1.58999991416931,113
"2968",1.58999991416931,112
"2969",1.58999991416931,113
"2970",1.58999991416931,113
"2971",1.58999991416931,112
"2972",1.58999991416931,110
"2973",1.58999991416931,110
"2974",1.58999991416931,109
"2975",1.58999991416931,111
"2976",1.58999991416931,111
"2979",1.59999990463257,109
"2980",1.59999990463257,109
"2983",1.59999990463257,110
"2984",1.59999990463257,110
"2985",1.59999990463257,110
"2986",1.59999990463257,110
"2987",1.59999990463257,109
"2988",1.59999990463257,109
"2989",1.59999990463257,111
"2990",1.59999990463257,111
"2991",1.59999990463257,113
"2992",1.59999990463257,110
"2993",1.59999990463257,114
"2994",1.59999990463257,115
"2995",1.59999990463257,114
"2996",1.59999990463257,115
"2997",1.59999990463257,116
"2998",1.59999990463257,113
"2999",1.60999989509583,110
"3000",1.60999989509583,109
"3001",1.60999989509583,110
"3002",1.60999989509583,111
"3003",1.60999989509583,111
"3004",1.60999989509583,112
"3005",1.60999989509583,111
"3006",1.60999989509583,113
"3007",1.60999989509583,112
"3008",1.60999989509583,112
"3009",1.60999989509583,111
"3010",1.60999989509583,111
"3011",1.60999989509583,111
"3019",1.61999988555908,109
"3021",1.61999988555908,109
"3022",1.61999988555908,110
"3029",1.62999987602234,109
"3030",1.62999987602234,110
"3040",1.62999987602234,109
"3047",1.6399998664856,109
"3049",1.6399998664856,110
"3063",1.6399998664856,109
"3064",1.6399998664856,110
"3065",1.6399998664856,110
"3066",1.64999985694885,110
"3067",1.64999985694885,111
"3100",1.66000008583069,109
"3101",1.66000008583069,111
"3102",1.66000008583069,111
"3103",1.67000007629395,111
"3104",1.67000007629395,112
"3105",1.67000007629395,112
"3106",1.67000007629395,112
